ordinal,rank,score,valid,scoreDisplay,scoreIdentifier,mobileScoreDisplay,scaled,video,heat,lane,breakdown,competitorId
7,49,11,1,05:13.74,f1907d197191c45a33d4,,0,0,,,11 pts,1954095
1,33,27,1,27:33.10,afd42f5bac192fba3828,,0,0,,,27 pts,1598590
2,51,9,1,12 rep,15726117c4871e78a570,,0,0,,,9 pts,1598590
3,41,19,1,CAP+7,19159e1df96a400c06b2,,0,0,,,19 pts,1598590
4,49,11,1,245.0 lb,053912bf4eb7672153f7,,0,0,,,11 pts,1598590
5,50,10,1,03:43.38,837cddf05d43620d2367,,0,0,,,10 pts,1598590
6,44,16,1,CAP+54,570e09d1ad6875eca392,,0,0,,,16 pts,1598590
7,25,40,1,04:38.56,851f6c925c1fb8f019db,,0,0,,,40 pts,1598590
1,47,13,1,CAP+3,6149276a565f206c40f0,,0,0,,,13 pts,899136
2,57,3,1,0 rep,584117dae3495edcee39,,0,0,,,3 pts,899136
3,42,18,1,CAP+9,80e3261777b058fec558,,0,0,,,18 pts,899136
4,39,21,1,255.0 lb,584d8e241de91304c0fe,,0,0,,,21 pts,899136
5,27,36,1,03:23.78,519724c51b468ec97d55,,0,0,,,36 pts,899136
6,38,22,1,CAP+20,b5bd5dbf81b1fb9d9b7b,,0,0,,,22 pts,899136
7,41,19,1,04:54.30,c092a5f28dd4b7453a15,,0,0,,,19 pts,899136
1,44,16,1,29:56.33,1a3b6d9f13a6e12442ee,,0,0,,,16 pts,1020438
2,42,18,1,21 rep,b0c19fab9921142a5bc3,,0,0,,,18 pts,1020438
3,45,15,1,CAP+17,dd784848bc128d8acd6b,,0,0,,,15 pts,1020438
4,29,32,1,265.0 lb,e551dab039fb3040b0ab,,0,0,,,32 pts,1020438
5,41,19,1,03:35.22,33ba9e9cc63780449811,,0,0,,,19 pts,1020438
6,52,8,1,CAP+77,6fec68460beebb0e1bfb,,0,0,,,8 pts,1020438
7,44,16,1,04:56.34,80c63eabd17e315c3255,,0,0,,,16 pts,1020438
1,53,7,1,CAP+7,27482aea01bcbad7c362,,0,0,,,7 pts,225431
2,36,24,1,25 rep,de2f3d53ae3f53889b25,,0,0,,,24 pts,225431
3,48,12,1,CAP+23,b1df1eb1ff8956f27a9d,,0,0,,,12 pts,225431
4,53,7,1,235.0 lb,ee705e8a922a79b57e4d,,0,0,,,7 pts,225431
5,51,9,1,03:44.91,5c66dbac0f303895725f,,0,0,,,9 pts,225431
6,31,29,1,14:54.61,8e02a1466621e3047d26,,0,0,,,29 pts,225431
7,29,32,1,04:43.75,3a8b03cdb85dfbc08003,,0,0,,,32 pts,225431
1,48,12,1,CAP+3,5dee59dffb0b78e3d826,,0,0,,,12 pts,906505
2,34,26,1,27 rep,ff9825bc7c3c45879208,,0,0,,,26 pts,906505
3,47,13,1,CAP+21,bddca89882c82b2a2431,,0,0,,,13 pts,906505
4,54,6,1,225.0 lb,2edb7d6b0761ee617ec0,,0,0,,,6 pts,906505
5,53,7,1,03:53.73,cc98e78edc11054daa9d,,0,0,,,7 pts,906505
6,46,14,1,CAP+71,075c53f169991c130571,,0,0,,,14 pts,906505
7,36,24,1,04:50.19,bd5df34632554a0d986e,,0,0,,,24 pts,906505
1,60,0,,CAP+21,36e189848bd0c673eeea,,0,0,,,,751487
2,50,10,1,13 rep,85ec0c6b791f8627fd6b,,0,0,,,10 pts,751487
3,54,6,1,CAP+37,24484f059cb816917ae3,,0,0,,,6 pts,751487
4,51,9,1,240.0 lb,75eb92e2ff97e9883f76,,0,0,,,9 pts,751487
5,33,27,1,03:28.23,84bddbd535581c116e53,,0,0,,,27 pts,751487
6,33,27,1,CAP+1,06fe14855c66ff738b94,,0,0,,,27 pts,751487
7,46,14,1,04:59.75,324863ff0093e1835dac,,0,0,,,14 pts,751487
1,56,4,1,CAP+9,3d79c6335c2134047656,,0,0,,,4 pts,445698
2,37,23,1,23 rep,15b284ec4fce0b73506a,,0,0,,,23 pts,445698
3,53,7,1,CAP+35,7f685c98054f0ec09db7,,0,0,,,7 pts,445698
4,42,18,1,255.0 lb,f0844f28ff637f36b598,,0,0,,,18 pts,445698
5,52,8,1,03:53.23,8d8e68db3957b0bfbcf2,,0,0,,,8 pts,445698
6,47,13,1,CAP+73,abba383b73006bea86da,,0,0,,,13 pts,445698
7,45,15,1,04:59.25,f01761effd0825d5c3c5,,0,0,,,15 pts,445698
1,54,6,1,CAP+8,be1720d6e5112145c1aa,,0,0,,,6 pts,1357453
2,39,21,1,22 rep,8e9d57dba21ca2a77f98,,0,0,,,21 pts,1357453
3,49,11,1,CAP+24,fb28d21abc6a81191f45,,0,0,,,11 pts,1357453
4,32,28,1,265.0 lb,996c0591b8a99c368b5f,,0,0,,,28 pts,1357453
5,54,6,1,04:01.80,90584d6b3bcc4f5ab589,,0,0,,,6 pts,1357453
6,53,7,1,CAP+98,1fe13512451bffb0722b,,0,0,,,7 pts,1357453
7,54,6,1,05:28.90,c093677e83f03eba1fac,,0,0,,,6 pts,1357453
1,58,2,1,CAP+10,ab866fe11598d5a69ede,,0,0,,,2 pts,568063
2,53,7,1,5 rep,7a3770ed71cb501b7d7f,,0,0,,,7 pts,568063
3,51,9,1,CAP+24,1b77b41bf649ceecf480,,0,0,,,9 pts,568063
4,52,8,1,235.0 lb,8d8c577954628a5a2d61,,0,0,,,8 pts,568063
5,39,21,1,03:33.03,3e64378e6d87b9b70467,,0,0,,,21 pts,568063
6,50,10,1,CAP+76,c14503279001176d3812,,0,0,,,10 pts,568063
7,53,7,1,05:28.24,02c15f59fc732613cea1,,0,0,,,7 pts,568063
1,26,38,1,26:55.38,d341495b0a9e6462a1ba,,0,0,,,38 pts,111592
2,9,76,1,42 rep,7b9acdec3ffd2a303823,,0,0,,,76 pts,111592
3,56,4,1,CAP+53,a2af00b10d950bc83ab2,,0,0,,,4 pts,111592
4,55,0,,WD,1d855bb6ad1fe1f44598,,0,0,,,,111592
5,55,0,,WD,59b7f5a0aa69f6f7d4fd,,0,0,,,,111592
6,55,0,,,63b11cb694195425b60a,,0,0,,,,111592
7,55,0,,,fc77ae0b608adcd6ab7e,,0,0,,,,111592
1,32,28,1,27:30.01,9d7e227ee4b6c00a0490,,0,0,,,28 pts,310970
2,21,48,1,36 rep,71d1430ff1afd2770330,,0,0,,,48 pts,310970
3,33,27,1,16:39.89,9cd7510dc6c74c5394dc,,0,0,,,27 pts,310970
4,55,0,,WD,433b9da06f0068d35328,,0,0,,,,310970
5,55,0,,WD,0b421a6ef8506635671a,,0,0,,,,310970
6,55,0,,,0267ecc9ef3fcba7e3c5,,0,0,,,,310970
7,55,0,,,5ef0a5202f90b41290e8,,0,0,,,,310970
1,17,56,1,26:02.31,650349f50f6588fb0beb,,0,0,,,56 pts,402035
2,35,25,1,25 rep,7e026cec09d8d0aa38e6,,0,0,,,25 pts,402035
3,57,0,,WD,28e13565d0f5d0138b38,,0,0,,,,402035
4,55,0,,WD,ef2d8666821e6ab9591d,,0,0,,,,402035
5,55,0,,WD,d27c997a3501b96e1f69,,0,0,,,,402035
6,55,0,,,79bc0757ac57057b2cec,,0,0,,,,402035
7,55,0,,,7ee655225b7d6a35cb89,,0,0,,,,402035
1,15,60,1,25:35.06,7121990ce3b169876c13,,0,0,,,60 pts,251546
2,59,1,1,0 rep,2bc00c122e8001ebf5bf,,0,0,,,1 pts,251546
3,57,0,,WD,49b78a3160b451216644,,0,0,,,,251546
4,55,0,,WD,ba026e82ebf84689adea,,0,0,,,,251546
5,55,0,,WD,18c1d0c88fa604a91349,,0,0,,,,251546
6,55,0,,,1afcaaa763128902f8d1,,0,0,,,,251546
7,55,0,,,9568a9c060803ceea3df,,0,0,,,,251546
1,27,36,1,26:59.40,16807c107f5fb209ac83,,0,0,,,36 pts,1551296
2,57,3,1,0 rep,e486bf9aa88ea4601656,,0,0,,,3 pts,1551296
3,57,0,,WD,8140da09a1f5d8ae5912,,0,0,,,,1551296
4,55,0,,WD,aac0199b77bba1b5b3e2,,0,0,,,,1551296
5,55,0,,WD,54bf0f0649e3ea0987e3,,0,0,,,,1551296
6,55,0,,,ab6260056cb149997925,,0,0,,,,1551296
7,55,0,,,e6cddeaa05aefc42ac47,,0,0,,,,1551296
1,39,21,1,28:20.69,c614608a58853a290ed2,,0,0,,,21 pts,681073
2,39,21,1,22 rep,b9be3c4828d6d2665700,,0,0,,,21 pts,681073
3,57,0,,,8a14b23b502fdfe89e62,,0,0,,,,681073
4,55,0,,,3997e005bf959cb236d7,,0,0,,,,681073
5,55,0,,,84d580e7f8598d7ecb8c,,0,0,,,,681073
6,55,0,,,bc530385386583717e78,,0,0,,,,681073
7,55,0,,,de9b937fa59718e18d37,,0,0,,,,681073
1,5,88,1,28:37.29,dc45333a2776e70107ac,,0,0,,,88 pts,1547449
2,2,97,1,58 rep,d7bf49ff08897595ece3,,0,0,,,97 pts,1547449
3,10,73,1,13:27.18,cba3686acf52e7fca552,,0,0,,,73 pts,1547449
4,10,73,1,190 lb,3de1d5260023043bb3e2,,0,0,,,73 pts,1547449
5,2,97,1,03:11.31,81ee13e2a99a10f78245,,0,0,,,97 pts,1547449
6,8,79,1,12:18.32,6c29b24c6abe50926a9a,,0,0,,,79 pts,1547449
7,1,100,1,04:05.25,2d542d6a4015e0c8d8b7,,0,0,,,100 pts,1547449
1,1,100,1,26:35.48,b5207a33b6e662cbb4da,,0,0,,,100 pts,349097
2,16,58,1,35 rep,0d02f5b23a0aa904664f,,0,0,,,58 pts,349097
3,12,67,1,14:04.94,3ee63a635cd62e409908,,0,0,,,67 pts,349097
4,6,85,1,195 lb,f2e429b6170d69f55adf,,0,0,,,85 pts,349097
5,3,94,1,03:15.16,b2708f56f15504fccdc8,,0,0,,,94 pts,349097
6,1,100,1,10:39.00,41513c17fee5e27e7728,,0,0,,,100 pts,349097
7,2,97,1,04:11.23,68380ae807d332edac6f,,0,0,,,97 pts,349097
1,4,91,1,28:24.97,3c701c46f801b2e56718,,0,0,,,91 pts,174547
2,11,70,1,39 rep,796d87eb85ea04dd6b0a,,0,0,,,70 pts,174547
3,1,100,1,11:46.61,85c44cc8846edeb03024,,0,0,,,100 pts,174547
4,8,79,1,195 lb,9282b6289860c0c19b02,,0,0,,,79 pts,174547
5,7,82,1,03:30.34,63925a3905d2a458092a,,0,0,,,82 pts,174547
6,11,70,1,12:50.13,6a164f96879ff6135bb7,,0,0,,,70 pts,174547
7,6,85,1,04:23.48,6eb485fc96fd6760bf5a,,0,0,,,85 pts,174547
1,7,82,1,28:52.12,77bb200734f87914bfad,,0,0,,,82 pts,1931423
2,1,100,1,61 rep,4ec88244f69f6590e3d1,,0,0,,,100 pts,1931423
3,20,50,1,15:41.41,b2d50bf2a1ac9f926e6b,,0,0,,,50 pts,1931423
4,7,82,1,195 lb,a49f82b30c7d65996936,,0,0,,,82 pts,1931423
5,4,91,1,03:17.56,00174189444979042c83,,0,0,,,91 pts,1931423
6,7,82,1,12:03.06,3edbd8c326c6230fcad7,,0,0,,,82 pts,1931423
7,5,88,1,04:20.45,3b8bf37db946d8d50b5d,,0,0,,,88 pts,1931423
1,15,60,1,CAP+4,1551280c533d932cbf94,,0,0,,,60 pts,503582
2,3,94,1,51 rep,16f6d1acc74b7977f73b,,0,0,,,94 pts,503582
3,11,70,1,13:57.73,e2ff005a4dde55c76b2e,,0,0,,,70 pts,503582
4,11,70,1,190 lb,f9f9810cb3087d30728f,,0,0,,,70 pts,503582
5,5,88,1,03:22.17,54209760c25730bd1bb0,,0,0,,,88 pts,503582
6,4,91,1,11:13.39,b012f2ad775c638ae9a3,,0,0,,,91 pts,503582
7,4,91,1,04:20.37,7adbc4bea1452748ba42,,0,0,,,91 pts,503582
1,20,50,1,CAP+5,7116e0aa571d47c3e9aa,,0,0,,,50 pts,1190381
2,9,76,1,40 rep,c3a5a2cada20faf6493b,,0,0,,,76 pts,1190381
3,3,94,1,12:25.28,dc43d03f5a310c4759a5,,0,0,,,94 pts,1190381
4,4,91,1,200 lb,7b1f72487a584a730be4,,0,0,,,91 pts,1190381
5,8,79,1,03:30.81,429c97d1b60964f45d90,,0,0,,,79 pts,1190381
6,5,88,1,11:13.62,c5855eb098c18a4380ba,,0,0,,,88 pts,1190381
7,8,79,1,04:26.55,6fed3e7b7735af7bd782,,0,0,,,79 pts,1190381
1,9,76,1,29:39.91,5a21c2451101ebb7feac,,0,0,,,76 pts,121033
2,58,2,1,0 rep,fea3456ebef272919261,,0,0,,,2 pts,121033
3,9,76,1,13:20.67,b99cb531088328936764,,0,0,,,76 pts,121033
4,34,26,1,175 lb,b40902058a1ff13e97d8,,0,0,,,26 pts,121033
5,1,100,1,03:09.58,e367e4f232b6f8e8b09c,,0,0,,,100 pts,121033
6,12,67,1,13:05.25,d164a74e06260b950e43,,0,0,,,67 pts,121033
7,14,62,1,04:40.05,3dcc994b94601251ae82,,0,0,,,62 pts,121033
1,12,67,1,CAP+3,946c562d996fbbdb28b2,,0,0,,,67 pts,252691
2,6,85,1,42 rep,617bd10795f026739948,,0,0,,,85 pts,252691
3,8,79,1,13:19.54,bf282dac45c612eac01a,,0,0,,,79 pts,252691
4,20,50,1,185 lb,9e36802b57db23d5300c,,0,0,,,50 pts,252691
5,23,44,1,03:45.83,aba36f1e77a509d07ed3,,0,0,,,44 pts,252691
6,21,48,1,14:45.60,1046c96f757408c5efa1,,0,0,,,48 pts,252691
7,35,25,1,05:03.61,37f829bd05dc7f0af33d,,0,0,,,25 pts,252691
1,27,36,1,CAP+9,59fb4183fac5846ba9e6,,0,0,,,36 pts,530860
2,13,64,1,37 rep,ccf5d1c024965c33afe8,,0,0,,,64 pts,530860
3,42,18,1,CAP+13,0973d38aa58851a5d45e,,0,0,,,18 pts,530860
4,18,54,1,185 lb,62a0b31c3a77837a45f7,,0,0,,,54 pts,530860
5,16,58,1,03:41.58,dcf3c825073c3d2565d5,,0,0,,,58 pts,530860
6,6,85,1,11:29.95,784369b7ff2b26c7785e,,0,0,,,85 pts,530860
7,7,82,1,04:25.79,3c97646c904e11c508bb,,0,0,,,82 pts,530860
1,25,40,1,CAP+9,14478894a7626b2f0933,,0,0,,,40 pts,872275
2,4,91,1,48 rep,0babac4764520fb50a10,,0,0,,,91 pts,872275
3,2,97,1,12:20.49,adabc0ba884a474482dc,,0,0,,,97 pts,872275
4,29,32,1,180 lb,4e28c7c2823f8366540e,,0,0,,,32 pts,872275
5,22,46,1,03:45.41,a62c316d61655f687c4e,,0,0,,,46 pts,872275
6,38,22,1,CAP+73,f5e0648b85c1bea3148b,,0,0,,,22 pts,872275
7,12,67,1,04:35.55,ab17ef817a1bad676404,,0,0,,,67 pts,872275
1,16,58,1,CAP+4,3a2a18ece0c74849d70b,,0,0,,,58 pts,531598
2,29,32,1,22 rep,154c021734ef51838e1d,,0,0,,,32 pts,531598
3,5,88,1,12:52.99,7efd60e7296c6b4ef969,,0,0,,,88 pts,531598
4,13,64,1,190 lb,24d59cb701835d9db2b0,,0,0,,,64 pts,531598
5,25,40,1,03:47.30,fa4c0ab3e8b34b51e77c,,0,0,,,40 pts,531598
6,17,56,1,13:46.45,f6656dc6b132abaa35ab,,0,0,,,56 pts,531598
7,21,48,1,04:46.11,89df07a73c5250132c84,,0,0,,,48 pts,531598
1,40,20,1,CAP+14,6e50102c46041305b02d,,0,0,,,20 pts,1239579
2,10,73,1,39 rep,e8726af9e697c4e0e11b,,0,0,,,73 pts,1239579
3,6,85,1,13:04.12,a9a58292a955bf556f0c,,0,0,,,85 pts,1239579
4,31,29,1,180 lb,acb833f7183d0a9b54c8,,0,0,,,29 pts,1239579
5,38,22,1,04:00.23,90a0e2d2d37cd3e2d9a5,,0,0,,,22 pts,1239579
6,3,94,1,10:52.18,122eee4d9b0dac482443,,0,0,,,94 pts,1239579
7,15,60,1,04:40.95,dbdc55d988ab4115a469,,0,0,,,60 pts,1239579
1,26,38,1,CAP+9,4a54f810f6f069fb6843,,0,0,,,38 pts,1443816
2,23,44,1,30 rep,6d5ae674c5711d39e4c6,,0,0,,,44 pts,1443816
3,17,56,1,15:15.57,f885af42000642b2b2f9,,0,0,,,56 pts,1443816
4,26,38,1,180 lb,8c7fde2e396a01527a76,,0,0,,,38 pts,1443816
5,12,67,1,03:34.39,38357f433970e2937dec,,0,0,,,67 pts,1443816
6,13,64,1,13:14.24,d354ba5452a4b72d5992,,0,0,,,64 pts,1443816
7,9,76,1,04:34.28,717eeb99013d62537945,,0,0,,,76 pts,1443816
1,17,56,1,CAP+5,e2010e6ba888f5ca66b1,,0,0,,,56 pts,168305
2,34,26,1,15 rep,85b4536244eb37ffc4fb,,0,0,,,26 pts,168305
3,30,30,1,CAP+3,9ae2f4b43ae0962eb035,,0,0,,,30 pts,168305
4,25,40,1,180 lb,53d42c7d500ce08b4cda,,0,0,,,40 pts,168305
5,10,73,1,03:31.85,3c11ef5a78a73641f431,,0,0,,,73 pts,168305
6,15,60,1,13:35.80,6b6d014402d50ac2bfce,,0,0,,,60 pts,168305
7,3,94,1,04:14.24,f9d9099fafe04ee26b5c,,0,0,,,94 pts,168305
1,38,22,1,CAP+13,1d9bd9b1cb9c831cbae8,,0,0,,,22 pts,239148
2,7,82,1,41 rep,7fe76717a11aab808345,,0,0,,,82 pts,239148
3,19,52,1,15:40.40,8c758253683f0d1dd632,,0,0,,,52 pts,239148
4,27,36,1,180 lb,9d7fcc3ed3928241ba27,,0,0,,,36 pts,239148
5,14,62,1,03:38.97,159f356744a552c9507b,,0,0,,,62 pts,239148
6,18,54,1,14:14.86,9f40f76ce5e498bd6d71,,0,0,,,54 pts,239148
7,11,70,1,04:35.50,8ac8ad95503e127fe711,,0,0,,,70 pts,239148
1,19,52,1,CAP+5,f731565847b04af41024,,0,0,,,52 pts,300771
2,31,29,1,20 rep,a7b19afaf1fd39e1e3b1,,0,0,,,29 pts,300771
3,7,82,1,13:19.46,79e834fadd71477f7d68,,0,0,,,82 pts,300771
4,2,97,1,205 lb,447514de3f7d2348b46b,,0,0,,,97 pts,300771
5,46,14,1,04:09.49,863752e6a6a73101c27a,,0,0,,,14 pts,300771
6,25,40,1,15:38.68,0bc272a1f85e2acfeb92,,0,0,,,40 pts,300771
7,24,42,1,04:47.65,1b34f4cbe5dae24b043d,,0,0,,,42 pts,300771
1,55,5,1,CAP+27,b17e781a9d1ba364e7e4,,0,0,,,5 pts,913941
2,5,88,1,47 rep,e7da6a0be1e883b1269c,,0,0,,,88 pts,913941
3,24,42,1,16:31.36,280a6f3c3e171f48061c,,0,0,,,42 pts,913941
4,14,62,1,190 lb,66c46b8f3fcdb62fb5d7,,0,0,,,62 pts,913941
5,34,26,1,03:55.08,e1094df33627513959ef,,0,0,,,26 pts,913941
6,9,76,1,12:37.59,234f33cb9d163b0e415e,,0,0,,,76 pts,913941
7,20,50,1,04:45.92,df4992498034d89388ba,,0,0,,,50 pts,913941
1,2,97,1,27:42.89,4b09a8a84f43946a5c97,,0,0,,,97 pts,1008053
2,38,22,1,10 rep,fa3b5d361308d7fa3576,,0,0,,,22 pts,1008053
3,18,54,1,15:20.73,585e7536e8b4ff5d9e6e,,0,0,,,54 pts,1008053
4,5,88,1,200 lb,f780d101ffb8e6107cad,,0,0,,,88 pts,1008053
5,29,32,1,03:50.82,31f15bdf13adbc33ad9e,,0,0,,,32 pts,1008053
6,51,9,1,CAP+77,df14a08957bba59f7c53,,0,0,,,9 pts,1008053
7,22,46,1,04:46.93,0edc3ab0b02bdcbdf8de,,0,0,,,46 pts,1008053
1,14,62,1,CAP+4,d2c0764a001f9b6a0ba7,,0,0,,,62 pts,1405029
2,40,20,1,9 rep,f9eb2264debd32f553a7,,0,0,,,20 pts,1405029
3,4,91,1,12:49.01,9313963445c4c40438a1,,0,0,,,91 pts,1405029
4,35,25,1,175 lb,ee7faee5cab131d62e81,,0,0,,,25 pts,1405029
5,9,76,1,03:31.11,0fcc1f82194033ad2fc3,,0,0,,,76 pts,1405029
6,32,28,1,CAP+29,36dd8843193f89213708,,0,0,,,28 pts,1405029
7,23,44,1,04:47.50,b263574f9d8709f8f463,,0,0,,,44 pts,1405029
1,6,85,1,28:42.81,9090569a8299e994309b,,0,0,,,85 pts,1022261
2,54,6,1,0 rep,7af690051e1125bcb5c6,,0,0,,,6 pts,1022261
3,16,58,1,15:07.87,5c87c67d46559c85323c,,0,0,,,58 pts,1022261
4,36,24,1,175 lb,b7e34902bf2459b56971,,0,0,,,24 pts,1022261
5,11,70,1,03:32.25,d29923d4b2c5a9511561,,0,0,,,70 pts,1022261
6,26,38,1,15:49.06,467a24474bda1040e718,,0,0,,,38 pts,1022261
7,17,56,1,04:43.67,a35f3ed740fac05d122f,,0,0,,,56 pts,1022261
1,39,21,1,CAP+13,6ed2da910379d86a26ad,,0,0,,,21 pts,837605
2,8,79,1,41 rep,d1b793a53b45dd69cf7b,,0,0,,,79 pts,837605
3,58,2,1,CAP+73,0546b4a9696c3109b688,,0,0,,,2 pts,837605
4,24,42,1,180 lb,7401baf8ce3017de4e0d,,0,0,,,42 pts,837605
5,6,85,1,03:29.36,a083cb90a3cd13dd118a,,0,0,,,85 pts,837605
6,28,34,1,CAP+6,36ff840b7115f94f3439,,0,0,,,34 pts,837605
7,16,58,1,04:41.34,b9adfc8738a530d1bbc1,,0,0,,,58 pts,837605
1,35,25,1,CAP+13,436ad949d90b34955380,,0,0,,,25 pts,651553
2,20,50,1,32 rep,7bad494f8131bcfec1c9,,0,0,,,50 pts,651553
3,41,19,1,CAP+13,210c9911fabd25fc7ea0,,0,0,,,19 pts,651553
4,21,48,1,185 lb,de7c8e640549873a2a80,,0,0,,,48 pts,651553
5,24,42,1,03:46.07,8a1a7db86ecb295dbb2d,,0,0,,,42 pts,651553
6,2,97,1,10:46.00,a64e86f7ad948528413d,,0,0,,,97 pts,651553
7,30,30,1,04:55.85,ae0a85173e5f612321dc,,0,0,,,30 pts,651553
1,28,34,1,CAP+9,1baa9da6a05ed02bbf72,,0,0,,,34 pts,524200
2,47,13,1,3 rep,ca1079cc2719aaad0fef,,0,0,,,13 pts,524200
3,27,36,1,16:56.48,3c660531e1eaa43eef99,,0,0,,,36 pts,524200
4,1,100,1,210 lb,d78fb2d3adc8981e026e,,0,0,,,100 pts,524200
5,43,17,1,04:08.20,6aadacdfea099fea628d,,0,0,,,17 pts,524200
6,10,73,1,12:46.51,b05f9455552df9c9d88b,,0,0,,,73 pts,524200
7,31,29,1,04:56.31,f81c9d19ea28df852241,,0,0,,,29 pts,524200
1,36,24,1,CAP+13,de47fa75bc790253b107,,0,0,,,24 pts,1840777
2,15,60,1,36 rep,54d509b63cac0ac955e2,,0,0,,,60 pts,1840777
3,36,24,1,CAP+9,6fb2656fd280bcff6a7b,,0,0,,,24 pts,1840777
4,28,34,1,180 lb,8599e4620566bcdb2ade,,0,0,,,34 pts,1840777
5,17,56,1,03:41.99,8239f6be51905ac8dccd,,0,0,,,56 pts,1840777
6,30,30,1,CAP+22,80e046e0dbdcb5c28e49,,0,0,,,30 pts,1840777
7,10,73,1,04:35.26,96cdb0fd9c756b17c99f,,0,0,,,73 pts,1840777
1,44,16,1,CAP+17,036b720a2e3cab659de6,,0,0,,,16 pts,1490119
2,27,36,1,24 rep,a496931bada465b88297,,0,0,,,36 pts,1490119
3,13,64,1,14:09.64,50ce76e44b066042cf75,,0,0,,,64 pts,1490119
4,9,76,1,195 lb,0b97eaf46596792e6bb0,,0,0,,,76 pts,1490119
5,31,29,1,03:52.86,ced748f4a67062f0fa3a,,0,0,,,29 pts,1490119
6,24,42,1,15:31.15,9a1bdce837e675dac7f5,,0,0,,,42 pts,1490119
7,38,22,1,05:08.38,e66833a2903767539822,,0,0,,,22 pts,1490119
1,10,73,1,29:58.00,da18f356aa3f6a8fbdcd,,0,0,,,73 pts,237811
2,43,17,1,6 rep,da36daf8fa6a72f726ac,,0,0,,,17 pts,237811
3,39,21,1,CAP+12,7fe807dae572e402ed18,,0,0,,,21 pts,237811
4,12,67,1,190 lb,cce7b57b99b328767335,,0,0,,,67 pts,237811
5,20,50,1,03:44.00,3252f897defbebaaa8e3,,0,0,,,50 pts,237811
6,47,13,1,CAP+76,4d44860c314663b72225,,0,0,,,13 pts,237811
7,27,36,1,04:50.77,f319e5c0e5a0c7cc5e8f,,0,0,,,36 pts,237811
1,31,29,1,CAP+9,d9a915ccbbd2be8d9cd9,,0,0,,,29 pts,510714
2,17,56,1,34 rep,60f7625c81bac8b7cdfb,,0,0,,,56 pts,510714
3,51,9,1,CAP+34,7e2e801c721ecc2fb606,,0,0,,,9 pts,510714
4,16,58,1,190 lb,41a1049c2a55fa165037,,0,0,,,58 pts,510714
5,41,19,1,04:04.57,b79b08d20be813285ff6,,0,0,,,19 pts,510714
6,14,62,1,13:29.80,0f87e78223c86fa8416a,,0,0,,,62 pts,510714
7,26,38,1,04:49.65,fe184e373dafd7c59f82,,0,0,,,38 pts,510714
1,24,42,1,CAP+9,abbe0ba0806af3a5d802,,0,0,,,42 pts,647048
2,25,40,1,29 rep,d678d8b27ac122bc82b3,,0,0,,,40 pts,647048
3,31,29,1,CAP+4,887c5fb1c61f6ed57c2b,,0,0,,,29 pts,647048
4,48,12,1,165 lb,fa131df6b11a6e363847,,0,0,,,12 pts,647048
5,13,64,1,03:36.13,d8d838888fb0da5cfe59,,0,0,,,64 pts,647048
6,45,15,1,CAP+76,d3587137bf36d8b6d9ee,,0,0,,,15 pts,647048
7,13,64,1,04:35.62,93626f0244555adc1107,,0,0,,,64 pts,647048
1,33,27,1,CAP+12,179e61d21e12916413bb,,0,0,,,27 pts,1996231
2,30,30,1,21 rep,b309fef831a750b2ac33,,0,0,,,30 pts,1996231
3,21,48,1,15:49.92,c0165be7642339e89943,,0,0,,,48 pts,1996231
4,3,94,1,205 lb,e1bc5ed1609b8a43dbb3,,0,0,,,94 pts,1996231
5,56,4,1,04:21.86,1a1b107b6bfd880c8f40,,0,0,,,4 pts,1996231
6,34,26,1,CAP+44,f4cc43d700719f46e692,,0,0,,,26 pts,1996231
7,40,20,1,05:11.57,69e9ea482703fbb0773d,,0,0,,,20 pts,1996231
1,11,70,1,CAP+3,bf4f896737e6b6255164,,0,0,,,70 pts,1344968
2,56,4,1,0 rep,bd821d381de5219ab85a,,0,0,,,4 pts,1344968
3,43,17,1,CAP+15,28cfcbb402d456aef3ee,,0,0,,,17 pts,1344968
4,37,23,1,175 lb,147ee3f1a70015685555,,0,0,,,23 pts,1344968
5,15,60,1,03:39.40,4591a9150fcd02de5895,,0,0,,,60 pts,1344968
6,27,36,1,CAP+1,55640174b5d99998b9d9,,0,0,,,36 pts,1344968
7,28,34,1,04:51.00,2ec15dc22d1b6e4c6398,,0,0,,,34 pts,1344968
1,13,64,1,CAP+4,b24db1523554a7f09ddf,,0,0,,,64 pts,128857
2,19,52,1,32 rep,b165b3dbbae3b6f5136b,,0,0,,,52 pts,128857
3,38,22,1,CAP+11,6a32d491baf0120289a7,,0,0,,,22 pts,128857
4,38,22,1,175 lb,1065f0cd3f87a734f648,,0,0,,,22 pts,128857
5,30,30,1,03:51.02,b5d8410920cb56d0eed9,,0,0,,,30 pts,128857
6,33,27,1,CAP+35,9bd306ad584398334aa6,,0,0,,,27 pts,128857
7,41,19,1,05:11.68,51a96cdbe2fff0f1dc85,,0,0,,,19 pts,128857
1,8,79,1,29:33.82,c313d74649733fa49249,,0,0,,,79 pts,672076
2,59,1,1,0 rep,49b5c04ca5ad2d898724,,0,0,,,1 pts,672076
3,15,60,1,14:56.88,175c37fbb7f0705ca0ed,,0,0,,,60 pts,672076
4,53,7,1,160 lb,6aeedc3b94acbc30773c,,0,0,,,7 pts,672076
5,26,38,1,03:48.54,55f8cad0a4fd2bdf9398,,0,0,,,38 pts,672076
